area_fips,area_title,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016
18137,"Ripley County, Indiana",5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,4,5,5,5,5,5,5,4,5,5,4,4
18139,"Rush County, Indiana",3,3,3,3,3,3,3,3,3,3,4,4,4,4,4,3,3,3,3,2,3,2,3,3,3,3,3
18141,"St. Joseph County, Indiana",5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,4,4,4,4,4,4,4
18143,"Scott County, Indiana",2,2,2,2,2,3,3,3,3,3,3,3,3,3,3,3,2,2,2,2,2,2,2,2,2,2,2
18145,"Shelby County, Indiana",4,4,4,4,4,5,5,5,5,5,5,5,5,4,4,4,4,4,4,4,4,4,4,4,4,4,4
18147,"Spencer County, Indiana",4,4,4,4,4,4,4,4,4,5,5,4,4,4,4,4,4,4,3,3,3,3,3,3,3,3,3
18149,"Starke County, Indiana",1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,1,1,1,1,1,1,1,1,1,1
18151,"Steuben County, Indiana",4,4,3,4,4,4,4,4,4,4,4,3,4,3,3,3,2,2,2,2,2,2,2,2,2,2,2
18153,"Sullivan County, Indiana",4,4,4,3,3,3,3,3,3,3,3,3,3,3,3,2,2,2,2,2,3,3,4,4,4,3,3
18155,"Switzerland County, Indiana",1,1,1,1,1,1,1,2,2,2,3,3,3,2,3,3,3,2,2,1,1,1,1,1,1,1,2
18157,"Tippecanoe County, Indiana",5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,4,4,5,5
18159,"Tipton County, Indiana",3,3,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4
18161,"Union County, Indiana",1,1,1,1,1,1,1,1,2,2,1,2,2,2,2,2,2,2,1,1,1,1,1,1,1,1,1
18163,"Vanderburgh County, Indiana",5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,4,5,5,4,4,4,4,4,4,4
18165,"Vermillion County, Indiana",5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5
18167,"Vigo County, Indiana",4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,3,3,4
18169,"Wabash County, Indiana",4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,3,3,3,3,2,2,2,2,2,2,2,2
18171,"Warren County, Indiana",3,4,4,4,3,3,4,4,3,2,3,2,2,3,3,3,3,3,3,3,3,3,3,3,3,3,3
18173,"Warrick County, Indiana",5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,4,4,4,4,4,5,5
18175,"Washington County, Indiana",2,2,3,3,3,2,3,2,3,3,3,3,3,3,3,3,2,2,2,2,2,2,2,2,2,2,1
18177,"Wayne County, Indiana",4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,3,3,3,3,3,3,3
18179,"Wells County, Indiana",4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,3,3,3,3,3,3,3,4,3,3
18181,"White County, Indiana",3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,2,3,2,2,2,2,2,3,3,3
18183,"Whitley County, Indiana",4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,3,3,3,4,4,3,4,4,4,4
18999,"Unknown Or Undefined, Indiana",0,0,0,0,0,0,0,0,0,0,0,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5
19001,"Adair County, Iowa",2,2,2,2,2,2,2,2,3,2,3,2,2,3,3,2,2,2,2,2,2,2,2,2,2,2,2
19003,"Adams County, Iowa",2,2,2,2,1,1,2,2,2,2,2,2,2,2,3,2,2,2,2,1,2,2,1,1,2,1,2
19005,"Allamakee County, Iowa",1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,1,2,2,2,2,2,2,1,2,2
19007,"Appanoose County, Iowa",2,3,3,3,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2
19009,"Audubon County, Iowa",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,2,2,2,2,2,2
19011,"Benton County, Iowa",1,1,1,2,2,2,2,2,2,2,3,3,3,3,3,3,3,3,3,2,3,3,3,3,3,3,3
19013,"Black Hawk County, Iowa",5,5,5,5,5,5,5,5,5,4,4,4,4,4,5,5,5,5,5,5,5,5,5,5,5,5,4
19015,"Boone County, Iowa",3,3,2,3,3,3,3,3,3,3,3,3,3,3,4,4,4,4,4,4,4,4,4,4,3,3,3
19017,"Bremer County, Iowa",3,3,3,3,3,3,3,3,3,3,3,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4
19019,"Buchanan County, Iowa",3,3,3,3,3,3,3,4,3,3,3,3,3,3,3,2,2,2,2,2,2,2,2,2,3,3,3
19021,"Buena Vista County, Iowa",2,2,2,2,2,2,2,2,2,3,3,2,2,2,2,2,2,2,2,3,3,3,3,3,3,3,3
19023,"Butler County, Iowa",1,1,1,1,1,1,1,1,1,2,2,1,1,1,2,1,1,2,3,2,2,2,3,3,2,2,2
19025,"Calhoun County, Iowa",2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,2,2,2,2,2
19027,"Carroll County, Iowa",2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,3,3,3,3,3,3,3,3,3,3
19029,"Cass County, Iowa",2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2
19031,"Cedar County, Iowa",1,1,2,1,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,3,3,3
19033,"Cerro Gordo County, Iowa",3,3,3,3,3,3,3,3,3,3,3,3,3,4,4,4,4,4,4,4,4,4,4,4,4,4,4
19035,"Cherokee County, Iowa",3,3,3,3,3,3,3,3,3,3,2,2,3,3,3,3,3,2,3,3,3,3,3,3,3,3,3
19037,"Chickasaw County, Iowa",2,3,3,3,3,3,3,3,3,4,3,2,3,2,2,2,2,2,3,2,3,3,3,3,3,3,3
19039,"Clarke County, Iowa",2,2,2,1,1,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,3,3
19041,"Clay County, Iowa",3,3,3,3,3,3,3,3,3,3,3,3,3,3,4,3,3,3,3,3,4,4,4,3,4,4,4
19043,"Clayton County, Iowa",2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,3,3,2,2,3,3
19045,"Clinton County, Iowa",4,4,4,4,4,4,4,4,4,4,4,3,3,3,3,3,3,3,3,4,3,3,3,3,3,3,3
19047,"Crawford County, Iowa",2,2,3,3,3,3,3,3,3,2,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,4,4
19049,"Dallas County, Iowa",3,3,3,3,3,4,4,4,4,4,4,4,4,4,5,5,5,5,5,5,5,5,5,5,5,5,5
19051,"Davis County, Iowa",2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,1,1,2,2,1,2,2,2,2,2,2
19053,"Decatur County, Iowa",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
19055,"Delaware County, Iowa",3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,4,4,4,4,4
19057,"Des Moines County, Iowa",5,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4
19059,"Dickinson County, Iowa",2,2,2,2,2,2,2,2,2,2,3,2,2,3,2,2,2,2,2,2,2,2,2,3,3,3,3
19061,"Dubuque County, Iowa",4,4,4,5,5,5,5,4,5,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4
19063,"Emmet County, Iowa",2,2,2,3,3,2,2,3,3,3,3,3,3,3,3,3,2,3,3,2,2,3,3,3,3,3,3
19065,"Fayette County, Iowa",2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,1,2,2,2,2,2,2,2,2,2
19067,"Floyd County, Iowa",2,3,3,3,2,2,2,3,2,3,2,3,3,2,3,2,3,3,3,3,3,3,4,3,3,4,4
19069,"Franklin County, Iowa",2,2,2,2,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,4,4,4,4,4,4,4
19071,"Fremont County, Iowa",2,3,3,4,4,4,4,4,4,4,3,3,4,4,4,3,4,4,4,4,4,4,4,3,4,3,3
19073,"Greene County, Iowa",2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,3,3,3,3,3,4,4,3,3,3
19075,"Grundy County, Iowa",2,2,3,3,3,3,3,3,3,3,4,3,3,3,3,4,4,4,4,4,4,4,4,4,4,4,4
19077,"Guthrie County, Iowa",1,1,1,1,1,1,1,1,1,1,1,1,1,2,2,3,3,3,3,2,2,3,3,3,3,3,3
19079,"Hamilton County, Iowa",3,3,2,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,4,3,3,3,3,3
19081,"Hancock County, Iowa",2,2,2,2,2,2,2,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4
19083,"Hardin County, Iowa",2,2,2,2,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3
19085,"Harrison County, Iowa",1,1,1,1,1,1,1,1,2,2,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2
19087,"Henry County, Iowa",3,3,3,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,3,3,4,4,4,4
19089,"Howard County, Iowa",1,1,1,1,2,2,2,2,2,2,3,2,2,2,2,2,3,2,2,2,2,2,2,2,2,2,2
19091,"Humboldt County, Iowa",2,2,2,2,3,3,3,3,3,3,3,3,3,2,2,2,2,2,3,3,3,3,3,3,3,3,4
19093,"Ida County, Iowa",2,3,3,3,3,4,3,3,3,3,4,3,3,3,3,3,3,4,4,4,4,4,4,4,4,4,4
19095,"Iowa County, Iowa",3,3,4,4,4,4,4,5,5,5,4,4,4,4,4,4,4,4,4,3,3,3,4,4,3,3,3
19097,"Jackson County, Iowa",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,1,1,1,1,1
19099,"Jasper County, Iowa",5,4,4,5,5,5,5,5,5,5,5,5,5,5,5,5,5,4,3,4,3,3,3,3,3,3,3
19101,"Jefferson County, Iowa",3,3,4,3,4,4,4,5,5,5,4,4,4,4,4,4,4,3,3,3,3,3,3,3,3,3,3
19103,"Johnson County, Iowa",5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5
19105,"Jones County, Iowa",2,2,3,3,3,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,3,3,3,3,3,3
19107,"Keokuk County, Iowa",1,1,1,1,1,1,2,2,2,2,2,2,3,2,2,1,1,1,1,1,2,2,2,2,2,2,2
19109,"Kossuth County, Iowa",2,1,2,2,2,2,2,2,2,2,2,2,2,3,3,2,3,3,3,3,3,3,4,4,4,4,4
19111,"Lee County, Iowa",4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,5,5
19113,"Linn County, Iowa",5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5
19115,"Louisa County, Iowa",3,3,3,3,3,3,3,2,3,3,2,3,3,3,2,3,2,3,3,3,3,3,3,3,3,3,3
19117,"Lucas County, Iowa",4,4,4,4,4,3,3,3,3,3,3,3,3,3,3,3,3,3,3,4,3,3,3,3,3,3,4
19119,"Lyon County, Iowa",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,2,2,2,2,2,2,2,2,2,2
19121,"Madison County, Iowa",1,2,1,1,1,1,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2
19123,"Mahaska County, Iowa",2,2,2,2,2,2,2,2,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3
19125,"Marion County, Iowa",4,4,4,5,5,5,5,5,5,5,5,4,4,4,5,5,4,5,4,4,4,4,4,4,4,5,4
19127,"Marshall County, Iowa",4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4
19129,"Mills County, Iowa",3,2,2,2,2,3,2,2,3,3,3,3,3,3,3,3,3,3,3,3,3,3,4,4,4,4,4
19131,"Mitchell County, Iowa",2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,3,3,3,3,3,3,3,3,4,3,3
19133,"Monona County, Iowa",1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,2,2,2,2,2
19135,"Monroe County, Iowa",3,3,3,3,3,4,4,4,4,4,4,4,4,4,2,2,3,4,5,5,5,5,4,4,5,5,5
19137,"Montgomery County, Iowa",3,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,3,2,2,3,3,3,3,3,3,3,3
19139,"Muscatine County, Iowa",5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5
19141,"Obrien County, Iowa",1,1,2,1,2,2,1,1,1,1,1,1,1,1,1,1,1,1,2,2,2,2,2,2,2,3,3
19143,"Osceola County, Iowa",2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,3,3,3,3,3
19145,"Page County, Iowa",2,2,2,2,2,3,3,3,3,3,3,2,2,2,3,3,2,3,3,3,3,3,3,3,3,3,3
19147,"Palo Alto County, Iowa",1,1,1,1,1,1,1,1,1,1,2,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2
19149,"Plymouth County, Iowa",3,3,3,3,4,4,3,3,3,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,5
19151,"Pocahontas County, Iowa",2,2,2,2,2,2,2,2,3,2,2,1,2,2,1,2,2,2,3,2,2,3,3,3,4,4,4
19153,"Polk County, Iowa",5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5
19155,"Pottawattamie County, Iowa",3,3,3,3,3,3,3,3,3,3,3,3,3,3,4,4,4,4,4,3,3,3,3,4,4,4,3
19157,"Poweshiek County, Iowa",4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4
19159,"Ringgold County, Iowa",1,1,1,1,1,1,1,1,2,1,2,2,1,1,1,1,2,1,1,2,2,2,2,1,2,2,2
19161,"Sac County, Iowa",1,1,1,1,1,1,1,1,2,1,1,1,1,1,1,1,2,2,2,2,2,2,2,2,2,2,3
19163,"Scott County, Iowa",5,5,5,5,5,5,5,5,5,5,5,5,5,4,4,4,4,4,4,4,4,4,4,4,4,4,4
19165,"Shelby County, Iowa",1,1,1,1,1,1,1,1,1,1,1,1,2,2,2,2,2,2,2,2,2,2,2,3,3,3,3
19167,"Sioux County, Iowa",2,2,2,2,2,2,2,2,2,2,2,2,2,3,2,3,3,3,3,3,3,3,3,3,3,4,3
19169,"Story County, Iowa",4,4,4,4,4,4,4,5,5,5,5,4,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5
19171,"Tama County, Iowa",2,2,2,2,2,2,2,2,3,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2
19173,"Taylor County, Iowa",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,2,2,2,2,2,2,2
19175,"Union County, Iowa",2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,3,3,3,3
19177,"Van Buren County, Iowa",1,1,1,1,1,1,2,2,2,2,2,2,2,2,2,2,2,3,3,2,2,3,3,2,2,1,1
19179,"Wapello County, Iowa",4,4,4,4,4,4,4,4,3,3,3,3,3,3,4,4,4,3,4,4,3,3,4,4,4,4,3
19181,"Warren County, Iowa",2,2,2,2,2,2,2,2,2,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3
19183,"Washington County, Iowa",2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2
19185,"Wayne County, Iowa",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,2,2,2,2,3,2
19187,"Webster County, Iowa",3,3,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4
19189,"Winnebago County, Iowa",3,3,3,3,3,3,3,2,2,2,1,1,2,1,2,2,2,3,2,2,2,2,2,2,2,2,2
19191,"Winneshiek County, Iowa",2,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3
19193,"Woodbury County, Iowa",4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,3,3,3,4,4,5
19195,"Worth County, Iowa",4,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,2,2,2
19197,"Wright County, Iowa",3,2,2,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,4,4,4,4,4,4
19999,"Unknown Or Undefined, Iowa",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0
20001,"Allen County, Kansas",2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,1,2
20003,"Anderson County, Kansas",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
20005,"Atchison County, Kansas",3,3,3,3,3,3,3,3,3,2,2,3,3,3,2,2,3,2,3,2,3,3,3,2,3,3,3
20007,"Barber County, Kansas",2,2,2,2,2,2,2,1,2,1,1,1,1,1,1,2,2,2,2,1,1,1,2,2,2,1,1
20009,"Barton County, Kansas",3,3,3,3,3,3,3,2,2,2,2,3,2,2,3,3,3,3,4,3,3,3,4,3,4,3,2
20011,"Bourbon County, Kansas",2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,2,1,1,1,1,2,2,2,2,2
20013,"Brown County, Kansas",2,2,2,2,1,2,2,1,2,1,2,2,2,2,2,2,2,2,1,2,2,2,2,2,2,2,2
20015,"Butler County, Kansas",2,3,3,3,3,3,3,3,3,2,3,3,3,2,2,2,2,3,3,3,3,3,2,3,3,3,3
20017,"Chase County, Kansas",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
20019,"Chautauqua County, Kansas",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
20021,"Cherokee County, Kansas",3,3,3,3,3,3,3,3,2,3,3,3,3,2,2,2,2,2,3,3,3,3,2,3,3,3,3
20023,"Cheyenne County, Kansas",1,1,1,1,1,1,1,2,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
20025,"Clark County, Kansas",1,2,2,2,2,2,2,2,2,2,2,2,2,2,1,2,2,1,1,1,1,1,1,1,2,2,3
20027,"Clay County, Kansas",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
20029,"Cloud County, Kansas",2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
20031,"Coffey County, Kansas",5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5
20033,"Comanche County, Kansas",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
20035,"Cowley County, Kansas",4,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,2,2,3,3,3
20037,"Crawford County, Kansas",3,3,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2
20039,"Decatur County, Kansas",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
20041,"Dickinson County, Kansas",2,2,1,2,2,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
20043,"Doniphan County, Kansas",3,3,3,3,3,4,3,4,3,3,4,4,3,2,3,3,3,4,3,3,3,3,2,2,2,2,2
20045,"Douglas County, Kansas",4,4,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3
20047,"Edwards County, Kansas",2,2,1,2,2,2,2,2,1,1,2,2,2,2,2,1,1,2,2,2,2,2,2,2,2,3,4
20049,"Elk County, Kansas",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
20051,"Ellis County, Kansas",3,3,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,3,3,3,3,3,3,3,3,3,3
20053,"Ellsworth County, Kansas",2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,3,3,2,2
20055,"Finney County, Kansas",3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3
20057,"Ford County, Kansas",3,3,3,3,3,3,4,3,3,4,3,3,3,3,3,3,3,3,3,3,3,3,3,3,2,3,3
20059,"Franklin County, Kansas",2,2,2,2,2,2,2,2,3,3,2,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3
20061,"Geary County, Kansas",3,3,2,3,3,2,3,2,2,2,2,2,3,3,3,3,3,3,3,4,4,4,4,4,3,3,3
20063,"Gove County, Kansas",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
20065,"Graham County, Kansas",2,1,2,2,1,1,1,1,1,1,1,1,1,1,1,1,2,2,2,2,1,2,2,2,3,2,1
20067,"Grant County, Kansas",4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,5,4,4,5,5
20069,"Gray County, Kansas",4,3,3,3,3,3,3,3,3,2,2,2,2,2,2,2,2,2,2,2,2,2,3,2,2,2,3
20071,"Greeley County, Kansas",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
20073,"Greenwood County, Kansas",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
20075,"Hamilton County, Kansas",2,2,1,1,1,2,2,2,1,2,1,2,1,1,1,1,1,2,2,1,2,2,3,2,3,2,2
20077,"Harper County, Kansas",2,2,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,2,2,4,3,2,2,3
20079,"Harvey County, Kansas",3,3,3,3,4,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3
20081,"Haskell County, Kansas",4,4,3,3,3,4,4,4,3,3,3,3,3,3,3,4,4,4,4,3,3,3,3,3,3,3,4
20083,"Hodgeman County, Kansas",2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,2,1,1
20085,"Jackson County, Kansas",1,1,1,1,1,1,1,1,1,1,1,2,2,2,2,2,1,2,1,2,1,1,1,1,1,1,1
20087,"Jefferson County, Kansas",2,2,2,2,2,2,1,1,1,1,1,2,2,3,2,2,3,3,3,3,3,1,2,2,2,3,3
20089,"Jewell County, Kansas",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
20091,"Johnson County, Kansas",5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5
20093,"Kearny County, Kansas",3,3,3,3,3,3,3,2,2,1,2,2,1,2,2,2,3,3,2,2,2,1,2,2,2,2,3
20095,"Kingman County, Kansas",2,2,2,2,2,2,2,2,2,2,2,1,1,1,1,2,2,2,2,2,2,2,3,3,2,2,2
20097,"Kiowa County, Kansas",2,2,2,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,2
20099,"Labette County, Kansas",3,3,3,3,3,3,3,2,2,2,2,2,2,1,1,1,1,1,1,1,1,2,2,2,2,2,2
20101,"Lane County, Kansas",3,2,2,2,2,2,1,2,2,1,2,1,1,1,2,2,1,2,2,3,2,2,3,3,3,3,3
20103,"Leavenworth County, Kansas",4,4,4,4,4,4,4,5,4,4,5,5,5,5,5,5,5,5,5,5,5,5,5,5,4,4,5
20105,"Lincoln County, Kansas",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
20107,"Linn County, Kansas",5,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4
20109,"Logan County, Kansas",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
20111,"Lyon County, Kansas",4,3,3,3,3,3,3,3,3,3,3,3,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2
20113,"Mcpherson County, Kansas",4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,5,4
20115,"Marion County, Kansas",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
20117,"Marshall County, Kansas",2,2,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,2,2,3,3,3,2
20119,"Meade County, Kansas",2,2,2,2,2,2,2,2,2,2,2,2,1,1,1,1,2,3,3,3,3,3,4,4,3,3,4
20121,"Miami County, Kansas",3,3,2,3,2,3,3,3,3,3,3,2,2,2,2,2,2,2,3,3,3,3,3,3,2,2,3
20123,"Mitchell County, Kansas",2,2,2,2,2,2,2,3,2,2,2,2,2,1,2,2,2,2,2,2,2,2,2,2,2,2,2
20125,"Montgomery County, Kansas",3,4,3,3,3,3,3,3,3,2,2,2,2,2,2,2,2,3,2,2,2,2,2,3,3,2,2
20127,"Morris County, Kansas",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
20129,"Morton County, Kansas",4,4,4,4,4,4,4,4,3,4,4,4,2,3,3,3,3,3,4,3,3,3,3,3,3,2,2
20131,"Nemaha County, Kansas",2,2,1,2,2,2,2,2,2,2,2,2,2,1,1,2,2,2,2,2,2,2,2,2,3,3,3
20133,"Neosho County, Kansas",2,2,2,2,2,2,2,2,2,2,2,3,2,2,2,2,3,3,3,3,3,3,2,2,2,2,2
20135,"Ness County, Kansas",2,2,2,2,2,2,1,1,1,1,1,1,1,2,1,2,2,3,3,3,3,3,3,4,4,3,2
20137,"Norton County, Kansas",2,2,2,2,2,2,2,2,1,1,2,2,2,2,2,1,1,2,2,2,2,2,2,2,2,2,2
20139,"Osage County, Kansas",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
20141,"Osborne County, Kansas",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
20143,"Ottawa County, Kansas",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
20145,"Pawnee County, Kansas",3,3,3,3,2,3,3,3,2,2,2,2,2,2,2,1,1,2,2,2,2,2,2,2,3,2,2
20147,"Phillips County, Kansas",3,3,2,2,2,3,2,2,2,1,1,1,1,1,1,1,1,1,1,1,1,1,2,2,2,2,2
20149,"Pottawatomie County, Kansas",3,2,3,3,3,3,3,3,3,3,3,3,3,2,2,2,3,3,3,3,3,3,4,3,3,3,4
20151,"Pratt County, Kansas",3,3,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,3,3,2,2,3,3,3,3,3,2
